,hs_product_code,no_sh4,proporcao_importacao_origem_brasil,dcr_bloco,import_value_bloco,hs_product_name_short_en,export_value,import_value,pci,density,cog,rca,rcd,import_value_total,import_value_standarized,import_value_total_standarized,export_value_standarized,eci_standarized,pci_standarized,rca_standarized,rcd_standarized,coi_standarized,cog_standarized,density_standarized,pgi_standirized,pei_inverted,growth,growth_standarized,dcr_bloco_standarized,import_value_bloco_standarized,dcr_log,dcr_bloco_log_standarized,dcr_bloco_log,dcr_log_standarized,dcr_bloco_normalized,import_value_bloco_normalized,export_value_normalized,import_value_normalized,pci_normalized,density_normalized,cog_normalized,rca_normalized,rcd_normalized,import_value_total_normalized,pci_mean,pci_gt_mean
0,0101,"Cavalos, asininos e muares, vivos",0.1367688057232185,0.2262220833783047,13071526.0,Horses,7854872.0,5117939.0,1.1270481671868409,0.145015709616932,0.5777313041293136,0.1830500888504418,0.1563108649544273,2815126968.0,0.6650369906062681,0.7932972830631654,0.64388451496186,0.0,0.6399908307742036,0.0043490860356948,0.0051286594840686,0.0,0.6101514340515827,0.192624198444638,0.6859090984964327,0.9631215640633992,587785736.0,0.77196826124639,0.0055110531045938,0.0007187957554462,-1.8559085305066287,0.005515483587189,-1.486238092398258,0.0051286594840686,0.005515483587189,0.0007187957554462,0.0001536317701388,0.0004176297679818,0.2402994608521404,0.3102726625216835,0.4635658024913495,0.0043490860356948,0.0051286594840686,0.0034500452090361,0.9054053375008794,1
1,0102,Animais vivos da espécie bovina,0.3721195650874916,0.00668304473372,836766.0,Bovine,98980839.0,893546.0,-0.0098509018499494,0.1629262033342345,0.1052808951145595,0.729927978841702,0.0086359282314436,8896105789.0,0.5899026354227687,0.8352478926114103,0.7466436104904666,0.0,0.5251216939280391,0.0173423547608169,0.000283350330387,0.0,0.3346516871492413,0.2374816200815644,0.5976359787721957,0.9935983966673416,732537317.0,0.7803850237650769,0.0001584838913072,4.601328483772741e-05,-4.751824076757392,0.000162938219783,-5.00818159681707,0.000283350330387,0.000162938219783,4.601328483772741e-05,0.0019359451694945,7.291439164497834e-05,-0.0021003240787469,0.348593590560617,0.0844763340361844,0.0173423547608169,0.000283350330387,0.0109025161228246,0.9054053375008794,0
2,0103,Animais vivos da espécie suína,0.6024472569281867,0.1400263524385384,7220901.0,Swine,4401888.0,4180900.0,1.6079734491008248,0.1446509258647702,0.4913564515786043,0.0849397807100118,0.1057316857505323,3399825851.0,0.6563313322349721,0.8001778180809196,0.62039883429322,0.0,0.688582190839052,0.0020180837741232,0.0034691242547287,0.0,0.5597837138371542,0.1917105855183114,0.6894924259009352,0.9926659375983048,-1242695194.0,,0.0034095197345226,0.0003970732253677,-2.246850660446028,0.0034139595795216,-1.9659246423823515,0.0034691242547287,0.0034139595795216,0.0003970732253677,8.60955907865764e-05,0.0003411662970104,0.3428381892922493,0.30949217862565,0.3942594873383466,0.0020180837741232,0.0034691242547287,0.0041666159367344,0.9054053375008794,1
3,0105,"Galos, galinhas, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos",0.9380830550264262,2.1595630317014374,94234995.0,Fowl,91242314.0,851937.0,0.6060329473594785,0.1649957654196207,0.0,1.8788159988876785,0.022991042718782,3185963970.0,0.5878498190657427,0.797809065073736,0.7433420913292226,0.0,0.5873488942863947,0.0446387787939212,0.0007543508208638,0.0,0.2732592967432308,0.242664906513154,0.6344568270300492,0.9839572147239454,173098097.0,0.7252299373971763,0.0526477323151363,0.0051819285996524,-3.772650585916647,0.0526519528021982,0.7699059010924171,0.0007543508208638,0.0526519528021982,0.0051819285996524,0.0017845890055731,6.951904890721677e-05,0.1292131026419335,0.353021583501402,0.0,0.0446387787939212,0.0007543508208638,0.0039045200645672,0.9054053375008794,0
4,0106,Outros animais vivos,0.0143376048034261,0.1038885524608225,2237403.0,Other live animals,606967.0,526387.0,-0.5522599063014589,0.1553660899807052,-0.0138109709536631,0.0275891163282177,0.0313574757513831,1443298327.0,0.5671226153434779,0.768939506108427,0.5400457310022863,0.0,0.4703181886250401,0.0006554896603095,0.0010288588413586,0.0,0.2652057128546179,0.2185470670940828,0.6291890378362339,0.998023529053707,330599925.0,0.7499677336695687,0.0025284460230276,0.0001230335141912,-3.462302579361348,0.0025328897932404,-2.264436565379937,0.0010288588413586,0.0025328897932404,0.0001230335141912,1.1871538406464662e-05,4.295379071119474e-05,-0.1177480799828974,0.3324181258102008,-0.0110817845381743,0.0006554896603095,0.0010288588413586,0.0017688170142513,0.9054053375008794,0
5,0201,"Carnes de animais da espécie bovina, frescas ou refrigeradas",0.8961525344257527,1.7807388341679216,630987946.0,Beef,968563855.0,129698133.0,0.1437326063960411,0.1936376546847231,0.0,2.398992537853728,0.4210150229613831,26486719955.0,0.80419206233367,0.8750263715054655,0.8391460622460952,0.0,0.540639346731616,0.0569976502695953,0.0138137722612936,0.0,0.2732592967432308,0.3143994618817566,0.5895058200561771,0.9832343310862048,6836538773.0,0.8657762369367106,0.0434116404132831,0.0346976670759454,-0.8650867619426301,0.0434159020474533,0.5770283535592771,0.0138137722612936,0.0434159020474533,0.0346976670759454,0.0189439343551559,0.0105835183249485,0.0306454229991359,0.4143031871663399,0.0,0.0569976502695953,0.0138137722612936,0.0324604830697037,0.9054053375008794,0
6,0202,"Carnes de animais da espécie bovina, congeladas",0.6108566805859026,0.5148360459851582,208392186.0,Beef (frozen),6404753733.0,138373167.0,-1.197723884287423,0.2672247958674506,-0.0,15.125604499436616,0.4282776540711071,27779121929.0,0.8069792659503202,0.8767633511799975,0.9157545571274344,0.0,0.4051022938848359,0.3593691525803619,0.014052063834506,0.0,0.2732592967432308,0.4987008815517651,0.5734343937719073,0.9817509802562951,10247338679.0,0.8812499721572725,0.0125477342357116,0.011459367388702,-0.8479835692658931,0.0125521333696494,-0.6639067863152197,0.014052063834506,0.0125521333696494,0.011459367388702,0.1252692155014315,0.0112914111772577,-0.2553683258829929,0.5717487375997119,-0.0,0.3593691525803619,0.014052063834506,0.0340443708620598,0.9054053375008794,0
7,0203,"Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas",0.4137976623835157,1.7399984082968156,838399033.0,Pork,2330615500.0,19000265.0,1.982743830909243,0.1708828600371665,0.0,4.374352888599554,0.0467375639760923,34953094708.0,0.7215048143534407,0.8851389268069796,0.8747567213711809,0.0,0.72644795346151,0.1039302257785487,0.0015334893759185,0.0,0.2732592967432308,0.2574093289530901,0.6566756522850288,0.9587766796720284,6549807798.0,0.8641381693673834,0.0424183503333038,0.0461030843905037,-3.06320706984128,0.0424226163926155,0.5538841984540742,0.0015334893759185,0.0424226163926155,0.0461030843905037,0.0455840126711202,0.0015504436968755,0.4227434882083551,0.3656174913952991,0.0,0.1039302257785487,0.0015334893759185,0.0428363474575342,0.9054053375008794,1
8,0204,"Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas",0.0383517649634954,0.009369341376284,1068634.0,Lamb,1755941.0,20351872.0,-0.7732276884814655,0.1786580184083674,0.0005868740058395,0.0140853049366126,0.2139557320190907,8178477905.0,0.7244631615030522,0.8321813667434692,0.5831272110885376,0.0,0.4479922151933499,0.0003346526810941,0.0070200244526219,0.0,0.2736015202591539,0.2768824692727175,0.6323704335056528,0.990616767697245,2720235394.0,0.8305433733518732,0.000223978341841,5.8763573841766985e-05,-1.5419861450825845,0.0002284323785368,-4.670312475887051,0.0070200244526219,0.0002284323785368,5.8763573841766985e-05,3.434407640116508e-05,0.0016607363982564,-0.1648609190517765,0.3822530620912797,0.0004709018146217,0.0003346526810941,0.0070200244526219,0.0100230358467275,0.9054053375008794,0
9,0206,"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas",0.1581179133864867,0.570760523755273,71886681.0,Edible offal,195845965.0,15757439.0,0.2696745201860583,0.2080244722808704,0.0,1.5506213333838414,0.1635083704531687,8285861934.0,0.7134485517385944,0.8326569680817926,0.7743187398433279,0.0,0.5533641692983808,0.0368412035745042,0.0053648142443185,0.0,0.2732592967432308,0.3504317205737926,0.6005810929438395,0.973454900637517,2955301992.0,0.8337121036965052,0.0139112258490007,0.0039530075659047,-1.8108910945230456,0.0139156189085363,-0.5607855552748109,0.0053648142443185,0.0139156189085363,0.0039530075659047,0.0038305095585898,0.0012858253280389,0.0574976684164436,0.4450849294517924,0.0,0.0368412035745042,0.0053648142443185,0.0101546390600069,0.9054053375008794,0
